date,close,symbol
2020-09-22,1.1387188992398178,Cartera
2020-09-23,1.1630532512383656,Cartera
2020-09-24,1.179619151890918,Cartera
2020-09-25,1.179174931097346,Cartera
2020-09-28,1.188502476885425,Cartera
2020-09-29,1.1930003884789502,Cartera
2020-09-30,1.193193547600654,Cartera
2020-10-01,1.2015480370005467,Cartera
2020-10-02,1.2098338247311988,Cartera
2020-10-05,1.1946886800732948,Cartera
2020-10-06,1.2104364263458414,Cartera
2020-10-07,1.2016802742462478,Cartera
2020-10-08,1.219995746836455,Cartera
2020-10-09,1.223100721786555,Cartera
2020-10-12,1.2408735983126442,Cartera
2020-10-13,1.2513311662530824,Cartera
2020-10-14,1.2524357607216228,Cartera
2020-10-15,1.2432209291335208,Cartera
2020-10-16,1.2447150308683494,Cartera
2020-10-19,1.2235249424881285,Cartera
2020-10-20,1.2297282329193961,Cartera
2020-10-21,1.2297018875515546,Cartera
2020-10-22,1.2352022718295246,Cartera
2020-10-23,1.2320780327139407,Cartera
2020-10-26,1.2372444546802555,Cartera
2020-10-27,1.2232640772871846,Cartera
2020-10-28,1.1847882985208378,Cartera
2020-10-29,1.1723449167083038,Cartera
2020-10-30,1.1793439339575011,Cartera
2020-11-02,1.164785151415543,Cartera
2020-11-03,1.1759504864828243,Cartera
2020-11-04,1.1986378010060037,Cartera
2020-11-05,1.2250933880071657,Cartera
2020-11-06,1.2507353871629459,Cartera
2020-11-09,1.2514556465660474,Cartera
2020-11-10,1.2264177566720607,Cartera
2020-11-11,1.215396995446903,Cartera
2020-11-12,1.2311030739590125,Cartera
2020-11-13,1.2259518482967473,Cartera
2020-11-16,1.2393967994600263,Cartera
2020-11-17,1.2413669695489953,Cartera
2020-11-18,1.24009039708893,Cartera
2020-11-19,1.226490175803491,Cartera
2020-11-20,1.2294577036463972,Cartera
2020-11-23,1.2281899939387888,Cartera
2020-11-24,1.2295985353481558,Cartera
2020-11-25,1.2373263133903278,Cartera
2020-11-27,1.2410209655411004,Cartera
2020-11-30,1.2395055789828453,Cartera
2020-12-01,1.2394387029508431,Cartera
2020-12-02,1.2473260402745705,Cartera
2020-12-03,1.2431273992923593,Cartera
2020-12-04,1.2412787708737425,Cartera
2020-12-07,1.2434277899531325,Cartera
2020-12-08,1.2486386409254255,Cartera
2020-12-09,1.2542078039476352,Cartera
2020-12-10,1.2401014591011397,Cartera
2020-12-11,1.2312721841823349,Cartera
2020-12-14,1.2391356116132721,Cartera
2020-12-15,1.2355625186495396,Cartera
2020-12-16,1.24725205782705,Cartera
2020-12-17,1.2560057414658985,Cartera
2020-12-18,1.2657989744663614,Cartera
2020-12-21,1.2569440509068295,Cartera
2020-12-22,1.2806013005347139,Cartera
2020-12-23,1.2755259272447341,Cartera
2020-12-24,1.2672686358413345,Cartera
2020-12-28,1.2743739712339215,Cartera
2020-12-29,1.2840395386217476,Cartera
2020-12-30,1.2791116030480802,Cartera
2020-12-31,1.2724411966035862,Cartera
2021-01-04,1.2777452866880663,Cartera
2021-01-05,1.2605225780190457,Cartera
2021-01-06,1.266999765704304,Cartera
2021-01-07,1.263843803095256,Cartera
2021-01-08,1.2795893536126228,Cartera
2021-01-11,1.2861234462362434,Cartera
2021-01-12,1.2811125643070138,Cartera
2021-01-13,1.2677997201058275,Cartera
2021-01-14,1.2653635467325977,Cartera
2021-01-15,1.2492734404878798,Cartera
2021-01-19,1.2437130437307198,Cartera
2021-01-20,1.2432004495273525,Cartera
2021-01-21,1.261194513288694,Cartera
2021-01-22,1.2584597554920487,Cartera
2021-01-25,1.250358410875097,Cartera
2021-01-26,1.2587599305475132,Cartera
2021-01-27,1.2591018279859783,Cartera
2021-01-28,1.2326035972359017,Cartera
2021-01-29,1.2611810460261073,Cartera
2021-02-01,1.2384578088663136,Cartera
2021-02-02,1.2611420187146944,Cartera
2021-02-03,1.2723285661171788,Cartera
2021-02-04,1.2761186062920882,Cartera
2021-02-05,1.2807863134510646,Cartera
2021-02-08,1.2965087381304043,Cartera
2021-02-09,1.2905933721990501,Cartera
2021-02-10,1.2863749975482566,Cartera
2021-02-11,1.2852304938988894,Cartera
2021-02-12,1.2917922374647914,Cartera
2021-02-16,1.2860307361559489,Cartera
2021-02-17,1.282568918630193,Cartera
2021-02-18,1.293111718418548,Cartera
2021-02-19,1.2992712012584342,Cartera
2021-02-22,1.2770396569715399,Cartera
2021-02-23,1.2477839462434002,Cartera
2021-02-24,1.2470300308283537,Cartera
2021-02-25,1.2483015979985106,Cartera
2021-02-26,1.2337337496300556,Cartera
2021-03-01,1.2284412073330004,Cartera
2021-03-02,1.2477151810217337,Cartera
2021-03-03,1.239117793397984,Cartera
2021-03-04,1.217186893485565,Cartera
2021-03-05,1.2056710130629797,Cartera
2021-03-08,1.230891810025243,Cartera
2021-03-09,1.2314880557226033,Cartera
2021-03-10,1.2436204674817855,Cartera
2021-03-11,1.2515050897243747,Cartera
2021-03-12,1.2593750614385169,Cartera
2021-03-15,1.2672307013165107,Cartera
2021-03-16,1.2804348492246895,Cartera
2021-03-17,1.2861137490761807,Cartera
2021-03-18,1.283680338978222,Cartera
2021-03-19,1.268329543952582,Cartera
2021-03-22,1.248612051984753,Cartera
2021-03-23,1.2682191821108804,Cartera
2021-03-24,1.2754100516281732,Cartera
2021-03-25,1.259210310768915,Cartera
2021-03-26,1.2423140034429336,Cartera
2021-03-29,1.2698075626470464,Cartera
2021-03-30,1.2692778688699815,Cartera
2021-03-31,1.2687479452799753,Cartera
2021-04-01,1.2681553454196044,Cartera
2021-04-05,1.2752181573363321,Cartera
2021-04-06,1.30218115710565,Cartera
2021-04-07,1.3067848247807474,Cartera
2021-04-08,1.3091668435429098,Cartera
2021-04-09,1.3075356027983764,Cartera
2021-04-12,1.3149550238409986,Cartera
2021-04-13,1.3206764752227675,Cartera
2021-04-14,1.309307615587957,Cartera
2021-04-15,1.30181075099624,Cartera
2021-04-16,1.3183234188833277,Cartera
2021-04-19,1.3225592779909627,Cartera
2021-04-20,1.3114107187612338,Cartera
2021-04-21,1.296243812598554,Cartera
2021-04-22,1.306786212125841,Cartera
2021-04-23,1.2916052511982086,Cartera
2021-04-26,1.299427873086603,Cartera
2021-04-27,1.2961156541539773,Cartera
2021-04-28,1.29822042244543,Cartera
2021-04-29,1.2821199679650224,Cartera
2021-04-30,1.2906260705307941,Cartera
2021-05-03,1.2909521196075635,Cartera
2021-05-04,1.2968323666448442,Cartera
2021-05-05,1.2835646956865367,Cartera
2021-05-06,1.2799975238469055,Cartera
2021-05-07,1.2951426126040573,Cartera
2021-05-10,1.3138650985296205,Cartera
2021-05-11,1.30839077737491,Cartera
2021-05-12,1.3068625296868694,Cartera
2021-05-13,1.2776106094458237,Cartera
2021-05-14,1.292343604723656,Cartera
2021-05-17,1.3098062035967604,Cartera
2021-05-18,1.3052366492594991,Cartera
2021-05-19,1.2943449838809962,Cartera
2021-05-20,1.2870271225472305,Cartera
2021-05-21,1.2983532897690373,Cartera
2021-05-24,1.2940721831569286,Cartera
2021-05-25,1.3083697486808752,Cartera
2021-05-26,1.3123360802828004,Cartera
2021-05-27,1.3193265884238137,Cartera
2021-05-28,1.3044565085577813,Cartera
2021-06-01,1.3043646363851518,Cartera
2021-06-02,1.2878294602477436,Cartera
2021-06-03,1.2884445892551812,Cartera
2021-06-04,1.2933744142461783,Cartera
2021-06-07,1.3012234706699457,Cartera
2021-06-08,1.3086271336602109,Cartera
2021-06-09,1.299489990565534,Cartera
2021-06-10,1.2961737310856156,Cartera
2021-06-11,1.3027795516577254,Cartera
2021-06-14,1.3040855342223927,Cartera
2021-06-15,1.3057069740979894,Cartera
2021-06-16,1.2987606691330853,Cartera
2021-06-17,1.2914717022648536,Cartera
2021-06-18,1.2963962566072154,Cartera
2021-06-21,1.28593077733952,Cartera
2021-06-22,1.3001690097549163,Cartera
2021-06-23,1.3130805220299484,Cartera
2021-06-24,1.3141167959702273,Cartera
2021-06-25,1.3183954329387588,Cartera
2021-06-28,1.3901759054040639,Cartera
2021-06-29,1.392044836645034,Cartera
2021-06-30,1.4044512607573272,Cartera

