date,open,high,low,close,symbol
2021-05-14,54.58,55.1,54.58,54.51,KO
2021-05-17,54.66,55.02,54.5,54.73,KO
2021-05-18,54.67,54.67,54.1,54.64,KO
2021-05-19,54.18,54.44,53.615,54.34,KO
2021-05-20,54.08,54.8,54.08,54.17,KO
2021-05-21,54.795,55.115,54.23,54.65,KO
2021-05-24,54.63,54.925,54.485,54.62,KO
2021-05-25,54.82,54.82,54.34,54.8,KO
2021-05-26,54.97,55.06,54.585,54.79,KO
2021-05-27,55.22,55.545,54.77,55.03,KO
2021-05-28,55.32,55.705,55.19,55.49,KO
2021-06-01,55.39,55.645,55.09,55.29,KO
2021-06-02,55.45,55.56,55.26,55.28,KO
2021-06-03,55.2,55.74,55.11,55.5,KO
2021-06-04,55.9,56.48,55.79,55.64,KO
2021-06-07,56.3,56.4,55.81,56.24,KO
2021-06-08,56.22,56.23,55.54,56.04,KO
2021-06-09,55.74,55.915,55.485,55.65,KO
2021-06-10,55.82,56.13,55.77,55.48,KO
2021-06-11,56.06,56.215,55.65,55.91,KO
2021-06-14,55.63,55.675,55.2,56.16,KO
2021-06-15,55.71,55.79,55.19,55.55,KO
2021-06-16,55.38,55.45,54.65,55.41,KO
2021-06-17,54.62,55.145,54.56,54.67,KO
2021-06-18,54.6,54.86,53.79,54.95,KO
2021-06-21,54.1,54.425,53.99,53.77,KO
2021-06-22,54.38,54.85,54.25,54.36,KO
2021-06-23,54.56,54.59,54.12,54.56,KO
2021-06-24,54.16,54.425,54.0,54.12,KO
2021-06-25,54.23,54.48,54.01,54.39,KO
2021-06-28,54.24,54.34,53.995,54.32,KO
2021-06-29,54.17,54.345,53.72,54.26,KO
2021-06-30,53.89,54.185,53.74,53.86,KO
2020-06-02,186.71,188.55,185.6,187.41,MCD
2020-06-03,189.51,191.405,188.61,190.35,MCD
2020-06-04,192.31,194.26,191.62,193.29,MCD
2020-06-05,197.47,200.15,193.15,193.24,MCD
2020-06-08,196.92,202.73,195.64,197.16,MCD
2020-06-09,200.35,201.57,199.01,202.65,MCD
2020-06-10,195.37,197.2025,192.6775,195.0525,MCD
2020-06-11,190.39,192.835,186.345,187.455,MCD
2020-06-12,191.42,191.42,185.48,189.055,MCD
2020-06-15,184.85,189.88,184.14,189.48,MCD
2020-06-16,192.13,193.41,187.55,190.41,MCD
2020-06-17,191.25,192.88,190.42,190.32,MCD
2020-06-18,189.85,190.74,187.89,190.79,MCD
2020-06-19,191.91,192.3565,186.53,189.49,MCD
2020-06-22,185.78,187.77,184.89,186.56,MCD
2020-06-23,189.15,189.73,186.32,187.46,MCD
2020-06-24,184.85,185.71,181.34,186.62,MCD
2020-06-25,183.385,184.08,180.325,184.29,MCD
2020-06-26,182.11,182.81,178.88,182.76,MCD
2020-06-29,179.905,182.83,179.17,179.74,MCD
2020-06-30,182.82,185.2,181.89,182.8,MCD
2020-07-01,184.83,186.44,183.72,184.47,MCD
2020-07-02,186.44,187.0,182.86,184.66,MCD
2020-07-06,185.88,188.72,184.14,183.52,MCD
2020-07-07,187.225,187.85,185.25,188.5,MCD
2020-07-08,185.57,187.23,184.75,185.82,MCD
2020-07-09,186.14,186.59,182.62,185.85,MCD
2020-07-10,184.165,185.44,183.01,184.33,MCD
2020-07-13,185.86,188.95,184.71,184.88,MCD
2020-07-14,185.095,190.84,184.73,184.92,MCD
2020-07-15,193.62,194.0,189.88,190.72,MCD
2020-07-16,191.1,192.76,190.15,191.77,MCD
2020-07-17,191.18,191.9,190.13,190.92,MCD
2020-07-20,190.9,192.77,190.37,191.48,MCD
2020-07-21,192.19,194.9,192.0,191.61,MCD
2020-07-22,193.49,199.65,193.05,192.98,MCD
2020-07-23,198.345,199.27,196.01,198.62,MCD
2020-07-24,197.24,198.91,195.725,197.55,MCD
2020-07-27,199.185,202.52,198.71,198.72,MCD
2020-07-28,198.51,199.89,195.5,201.25,MCD
2020-07-29,196.02,198.46,195.71,196.24,MCD
2020-07-30,194.675,196.4019,192.9201,196.21,MCD
2020-07-31,194.0,194.675,191.6403,195.41,MCD
2020-08-03,194.32,195.6,193.59,194.28,MCD
2020-08-04,194.96,199.7,194.34,194.4,MCD
2020-08-05,200.36,200.5,197.91,199.36,MCD
2020-08-06,198.89,203.6,198.37,199.26,MCD
2020-08-07,203.3,205.16,203.285,203.18,MCD
2020-08-10,204.5,205.16,202.5367,204.6,MCD
2020-08-11,204.745,207.42,204.25,204.12,MCD
2020-08-12,206.665,207.4,205.38,205.0,MCD
2020-08-13,205.96,207.25,205.35,206.02,MCD
