date,close,symbol,rtb
2020-12-17,219.28,MSFT,No
2020-12-18,219.42,MSFT,No
2020-12-21,218.59,MSFT,No
2020-12-22,222.59,MSFT,No
2020-12-23,223.94,MSFT,No
2020-12-24,221.02,MSFT,No
2020-12-28,222.75,MSFT,No
2020-12-29,224.96,MSFT,No
2020-12-30,224.15,MSFT,No
2020-12-31,221.68,MSFT,No
2021-01-04,222.42,MSFT,No
2021-01-05,217.69,MSFT,No
2021-01-06,217.9,MSFT,No
2021-01-07,212.25,MSFT,No
2021-01-08,218.29,MSFT,No
2021-01-11,219.62,MSFT,No
2021-01-12,217.49,MSFT,No
2021-01-13,214.93,MSFT,No
2021-01-14,216.34,MSFT,No
2021-01-15,213.02,MSFT,No
2021-01-19,212.65,MSFT,No
2021-01-20,216.44,MSFT,No
2021-01-21,224.34,MSFT,No
2021-01-22,224.97,MSFT,No
2021-01-25,225.95,MSFT,No
2021-01-26,229.53,MSFT,No
2021-01-27,232.33,MSFT,No
2021-01-28,232.9,MSFT,No
2021-01-29,238.93,MSFT,No
2021-02-01,231.96,MSFT,No
2021-02-02,239.65,MSFT,No
2021-02-03,239.51,MSFT,No
2021-02-04,243.0,MSFT,No
2021-02-05,242.01,MSFT,No
2021-02-08,242.2,MSFT,No
2021-02-09,242.47,MSFT,No
2021-02-10,243.77,MSFT,No
2021-02-11,242.82,MSFT,No
2021-02-12,244.49,MSFT,No
2021-02-16,244.99,MSFT,No
2021-02-17,243.14242523288,MSFT,No
2021-02-18,244.2,MSFT,No
2021-02-19,243.79,MSFT,No
2021-02-22,240.97,MSFT,No
2021-02-23,234.51,MSFT,No
2021-02-24,233.27,MSFT,No
2021-02-25,234.55,MSFT,No
2021-02-26,228.99,MSFT,No
2021-03-01,232.38,MSFT,No
2021-03-02,236.94,MSFT,No
2021-03-03,233.87,MSFT,No
2021-03-04,227.56,MSFT,No
2021-03-05,226.73,MSFT,No
2021-03-08,231.6,MSFT,No
2021-03-09,227.39,MSFT,No
2021-03-10,233.78,MSFT,No
2021-03-11,234.43666666666667,MSFT,No
2021-03-12,235.09333333333333,MSFT,No
2021-03-15,235.75,MSFT,No
2021-03-16,234.81,MSFT,No
2021-03-17,237.71,MSFT,No
2021-03-18,237.04,MSFT,No
2021-03-19,230.72,MSFT,No
2021-03-22,230.35,MSFT,No
2021-03-23,235.99,MSFT,No
2021-03-24,237.58,MSFT,No
2021-03-25,235.46,MSFT,No
2021-03-26,232.34,MSFT,No
2021-03-29,236.48,MSFT,No
2021-03-30,236.2433333333333,MSFT,No
2021-03-31,236.00666666666663,MSFT,No
2021-04-01,235.77,MSFT,No
2021-04-05,242.35,MSFT,No
2021-04-06,249.07,MSFT,No
2021-04-07,247.86,MSFT,No
2021-04-08,249.9,MSFT,No
2021-04-09,253.25,MSFT,No
2021-04-12,255.85,MSFT,No
2021-04-13,255.91,MSFT,No
2021-04-14,258.49,MSFT,No
2021-04-15,255.59,MSFT,No
2021-04-16,259.5,MSFT,No
2021-04-19,260.74,MSFT,No
2021-04-20,258.74,MSFT,No
2021-04-21,258.26,MSFT,No
2021-04-22,260.58,MSFT,No
2021-04-23,257.17,MSFT,No
2021-04-26,261.15,MSFT,No
2021-04-27,261.55,MSFT,No
2021-04-28,261.97,MSFT,No
2021-04-29,254.56,MSFT,No
2021-04-30,252.51,MSFT,No
2021-05-03,252.18,MSFT,No
2021-05-04,251.86,MSFT,No
2021-05-05,247.79,MSFT,No
2021-05-06,246.47,MSFT,No
2021-05-07,249.73,MSFT,No
2021-05-10,252.46,MSFT,No
2021-05-11,247.18,MSFT,No
2021-05-12,246.23,MSFT,No
2021-05-13,239.0,MSFT,No
2021-05-14,243.03,MSFT,No
2021-05-17,248.15,MSFT,No
2021-05-18,245.18,MSFT,No
2021-05-19,243.08,MSFT,No
2021-05-20,243.12,MSFT,No
2021-05-21,246.48,MSFT,No
2021-05-24,245.17,MSFT,No
2021-05-25,250.78,MSFT,No
2021-05-26,251.72,MSFT,No
2021-05-27,251.49,MSFT,No
2021-05-28,249.31,MSFT,No
2021-06-01,249.68,MSFT,No
2021-06-02,247.4,MSFT,No
2021-06-03,247.3,MSFT,No
2021-06-04,245.71,MSFT,No
2021-06-07,250.79,MSFT,No
2021-06-08,253.81,MSFT,No
2021-06-09,252.57,MSFT,No
2021-06-10,253.59,MSFT,No
2021-06-11,257.24,MSFT,No
2021-06-14,257.89,MSFT,No
2021-06-15,259.89,MSFT,No
2021-06-16,258.36,MSFT,No
2021-06-17,257.38,MSFT,No
2021-06-18,260.9,MSFT,No
2021-06-21,259.43,MSFT,No
2021-06-22,262.63,MSFT,No
2021-06-23,265.51,MSFT,No
2021-06-24,265.275,MSFT,No
2021-06-25,266.69,MSFT,No
2021-06-28,265.02,MSFT,No
2021-06-29,268.72,MSFT,No
2021-06-30,271.4,MSFT,No
2020-06-02,100.73,NKE,No
2020-06-03,104.14,NKE,No
2020-06-04,104.11,NKE,No
2020-06-05,101.28,NKE,No
2020-06-08,102.71,NKE,No
2020-06-09,104.29,NKE,No
2020-06-10,102.17,NKE,No
2020-06-11,95.15,NKE,No
2020-06-12,96.47,NKE,No
2020-06-15,96.43,NKE,No
2020-06-16,97.84,NKE,No
2020-06-17,99.04,NKE,No
2020-06-18,99.21,NKE,No
2020-06-19,98.45,NKE,No
2020-06-22,95.78,NKE,No
2020-06-23,99.51,NKE,No
2020-06-24,101.92,NKE,No
2020-06-25,100.08,NKE,No
2020-06-26,101.4,NKE,No
2020-06-29,93.67,NKE,No
2020-06-30,95.87,NKE,No
2020-07-01,98.05,NKE,No
2020-07-02,97.4,NKE,No
2020-07-06,98.43,NKE,No
2020-07-07,99.95,NKE,No
2020-07-08,97.07,NKE,No
2020-07-09,98.84,NKE,No
2020-07-10,96.99,NKE,No
2020-07-13,97.99,NKE,No
2020-07-14,96.46,NKE,No
2020-07-15,96.76,NKE,No
2020-07-16,98.54,NKE,No
2020-07-17,97.26,NKE,No
2020-07-20,96.28,NKE,No
2020-07-21,95.65,NKE,No
2020-07-22,98.36,NKE,No
2020-07-23,98.91,NKE,No
2020-07-24,98.3,NKE,No
2020-07-27,98.43,NKE,No
2020-07-28,97.21,NKE,No
2020-07-29,96.27,NKE,No
2020-07-30,96.97,NKE,No
2020-07-31,96.82,NKE,No
2020-08-03,97.61,NKE,No
2020-08-04,98.33,NKE,No
2020-08-05,97.33,NKE,No
2020-08-06,100.94,NKE,No
2020-08-07,100.45,NKE,No
2020-08-10,101.86,NKE,No
2020-08-11,105.41,NKE,No
2020-08-12,105.12,NKE,No
2020-08-13,105.22,NKE,No
2020-08-14,106.52,NKE,No
2020-08-17,106.43,NKE,No
2020-08-18,105.66,NKE,No
2020-08-19,106.97,NKE,No
2020-08-20,108.39,NKE,No
2020-08-21,108.01,NKE,No
2020-08-24,109.75,NKE,No
2020-08-25,111.83,NKE,No
2020-08-26,111.51,NKE,No
2020-08-27,111.53,NKE,No
2020-08-28,110.59869018528,NKE,No
2020-08-31,112.29,NKE,No
2020-09-01,111.89,NKE,No
2020-09-02,114.84,NKE,No
2020-09-03,116.8,NKE,No
2020-09-04,112.85,NKE,No
2020-09-08,112.4,NKE,No
2020-09-09,112.72,NKE,No
2020-09-10,114.9,NKE,No
2020-09-11,114.79,NKE,No
2020-09-14,118.0,NKE,No
2020-09-15,119.28,NKE,No
2020-09-16,119.27,NKE,No
2020-09-17,118.59,NKE,No
2020-09-18,116.36,NKE,No
2020-09-21,114.66,NKE,No
2020-09-22,113.37,NKE,No
2020-09-23,116.87,NKE,No
2020-09-24,127.11,NKE,No
2020-09-25,124.75,NKE,No
2020-09-28,124.23,NKE,No
2020-09-29,124.32,NKE,No
2020-09-30,126.35,NKE,No
2020-10-01,125.54,NKE,No
2020-10-02,126.64,NKE,No
2020-10-05,126.64,NKE,No
2020-10-06,127.91,NKE,No
2020-10-07,127.65,NKE,No
2020-10-08,130.06,NKE,No
2020-10-09,129.71,NKE,No
2020-10-12,130.98,NKE,No
2020-10-13,129.46,NKE,No
2020-10-14,129.2,NKE,No
2020-10-15,127.66,NKE,No
2020-10-16,129.0,NKE,No
2020-10-19,127.395,NKE,No
2020-10-20,128.51,NKE,No
2020-10-21,128.49,NKE,No
2020-10-22,129.43,NKE,No
2020-10-23,130.02,NKE,No
2020-10-26,129.99,NKE,No
2020-10-27,128.37,NKE,No
2020-10-28,121.88,NKE,No
2020-10-29,122.08,NKE,No
2020-10-30,122.86,NKE,No
2020-11-02,120.08,NKE,No
2020-11-03,122.39,NKE,No
2020-11-04,124.59,NKE,No
2020-11-05,127.34,NKE,No
2020-11-06,129.7,NKE,No
2020-11-09,128.9,NKE,No
2020-11-10,128.95,NKE,No
2020-11-11,127.71,NKE,No
2020-11-12,127.66,NKE,No
2020-11-13,126.64,NKE,No
2020-11-16,128.28,NKE,No
2020-11-17,130.11,NKE,No
2020-11-18,132.21,NKE,No
2020-11-19,131.63,NKE,No
2020-11-20,131.91,NKE,No
2020-11-23,132.98,NKE,No
2020-11-24,134.13,NKE,No
2020-11-25,134.7,NKE,No
2020-11-27,135.54,NKE,No
2020-11-30,134.25,NKE,No
2020-12-01,134.7,NKE,No
2020-12-02,135.44,NKE,No
2020-12-03,135.58,NKE,No
2020-12-04,136.68601025716,NKE,No
2020-12-07,137.19,NKE,No
2020-12-08,138.75,NKE,No
2020-12-09,139.12,NKE,No
2020-12-10,138.79,NKE,No
2020-12-11,137.58,NKE,No
2020-12-14,137.41,NKE,No
2020-12-15,136.28,NKE,No
2020-12-16,139.39,NKE,No
2020-12-17,138.34,NKE,No
2020-12-18,140.5,NKE,No
2020-12-21,137.28,NKE,No
2020-12-22,144.02,NKE,No
2020-12-23,142.45,NKE,No
2020-12-24,141.76,NKE,No
2020-12-28,141.6,NKE,No
2020-12-29,142.43,NKE,No
2020-12-30,141.57,NKE,No
2020-12-31,141.58,NKE,No
2021-01-04,141.47,NKE,No
2021-01-05,140.1,NKE,No
2021-01-06,141.23,NKE,No
2021-01-07,142.35,NKE,No
2021-01-08,144.95,NKE,No
2021-01-11,146.35,NKE,No
2021-01-12,147.05,NKE,No
2021-01-13,145.05,NKE,No
2021-01-14,143.04,NKE,No
2021-01-15,141.3,NKE,No
2021-01-19,140.72,NKE,No
2021-01-20,139.27,NKE,No
2021-01-21,142.8,NKE,No
2021-01-22,141.61,NKE,No
2021-01-25,139.35,NKE,No
2021-01-26,137.55,NKE,No
2021-01-27,135.1,NKE,No
2021-01-28,131.02,NKE,No
2021-01-29,134.72,NKE,No
2021-02-01,133.59,NKE,No
2021-02-02,135.71,NKE,No
2021-02-03,139.59,NKE,No
2021-02-04,138.63,NKE,No
2021-02-05,140.63,NKE,No
2021-02-08,145.11,NKE,No
2021-02-09,143.41,NKE,No
2021-02-10,141.79,NKE,No
2021-02-11,142.46,NKE,No
2021-02-12,143.54,NKE,No
2021-02-16,142.12,NKE,No
2021-02-17,141.71,NKE,No
2021-02-18,143.99,NKE,No
2021-02-19,145.09,NKE,No
2021-02-22,142.02,NKE,No
2021-02-23,136.67,NKE,No
2021-02-24,136.13,NKE,No
2021-02-25,135.65,NKE,No
2021-02-26,135.26401243938,NKE,No
2021-03-01,134.78,NKE,No
2021-03-02,137.65,NKE,No
2021-03-03,137.02,NKE,No
2021-03-04,134.26,NKE,No
2021-03-05,132.04,NKE,No
2021-03-08,133.35,NKE,No
2021-03-09,134.56,NKE,No
2021-03-10,135.95,NKE,No
2021-03-11,137.45,NKE,No
2021-03-12,138.95,NKE,No
2021-03-15,140.45,NKE,No
2021-03-16,144.94,NKE,No
2021-03-17,144.65,NKE,No
2021-03-18,144.82,NKE,No
2021-03-19,143.17,NKE,No
2021-03-22,137.49,NKE,No
2021-03-23,138.27,NKE,No
2021-03-24,137.12,NKE,No
2021-03-25,133.16,NKE,No
2021-03-26,128.64,NKE,No
2021-03-29,132.99,NKE,No
2021-03-30,132.95666666666668,NKE,No
2021-03-31,132.92333333333332,NKE,No
2021-04-01,132.89,NKE,No
2021-04-05,132.53,NKE,No
2021-04-06,135.12,NKE,No
2021-04-07,137.16,NKE,No
2021-04-08,136.54,NKE,No
2021-04-09,133.68,NKE,No
2021-04-12,135.45,NKE,No
2021-04-13,136.64,NKE,No
2021-04-14,133.54,NKE,No
2021-04-15,132.26,NKE,No
2021-04-16,133.67,NKE,No
2021-04-19,134.31,NKE,No
2021-04-20,132.57,NKE,No
2021-04-21,127.11,NKE,No
2021-04-22,129.9,NKE,No
2021-04-23,129.18,NKE,No
2021-04-26,130.19,NKE,No
2021-04-27,131.6,NKE,No
2021-04-28,132.11,NKE,No
2021-04-29,130.71,NKE,No
2021-04-30,133.26,NKE,No
2021-05-03,132.62,NKE,No
2021-05-04,133.03,NKE,No
2021-05-05,131.55,NKE,No
2021-05-06,132.21,NKE,No
2021-05-07,133.49,NKE,No
2021-05-10,137.81,NKE,No
2021-05-11,136.4,NKE,No
2021-05-12,137.12,NKE,No
2021-05-13,133.39,NKE,No
2021-05-14,133.61,NKE,No
2021-05-17,135.93,NKE,No
2021-05-18,136.41,NKE,No
2021-05-19,135.56,NKE,No
2021-05-20,132.96,NKE,No
2021-05-21,133.27,NKE,No
2021-05-24,132.66,NKE,No
2021-05-25,134.06,NKE,No
2021-05-26,134.32,NKE,No
2021-05-27,136.89,NKE,No
2021-05-28,136.56,NKE,No
2021-06-01,136.46,NKE,No
2021-06-02,134.51,NKE,No
2021-06-03,134.17,NKE,No
2021-06-04,134.17,NKE,No
2021-06-07,133.74,NKE,No
2021-06-08,133.95,NKE,No
2021-06-09,133.35,NKE,No
2021-06-10,131.84,NKE,No
2021-06-11,130.98,NKE,No
2021-06-14,131.94,NKE,No
2021-06-15,131.36,NKE,No
2021-06-16,130.29,NKE,No
2021-06-17,130.4,NKE,No
2021-06-18,128.92,NKE,No
2021-06-21,128.41,NKE,No
2021-06-22,130.08,NKE,No
2021-06-23,132.48,NKE,No
2021-06-24,133.1,NKE,No
2021-06-25,133.6,NKE,No
2021-06-28,154.35,NKE,No
2021-06-29,152.36,NKE,No
2021-06-30,155.95,NKE,No
2020-06-02,117.25,PG,No
2020-06-03,117.89,PG,No
2020-06-04,118.53,PG,No
2020-06-05,116.05,PG,No
2020-06-08,118.33,PG,No
2020-06-09,119.05,PG,No
2020-06-10,117.6575,PG,No
2020-06-11,116.265,PG,No
2020-06-12,115.62,PG,No
2020-06-15,115.62,PG,No
2020-06-16,118.14,PG,No
2020-06-17,118.13,PG,No
2020-06-18,117.93,PG,No
2020-06-19,119.28,PG,No
2020-06-22,118.92,PG,No
2020-06-23,117.75,PG,No
2020-06-24,117.73,PG,No
2020-06-25,116.42,PG,No
2020-06-26,117.89,PG,No
2020-06-29,115.23,PG,No
2020-06-30,117.66,PG,No
2020-07-01,119.57,PG,No
2020-07-02,119.98,PG,No
2020-07-06,120.88,PG,No
2020-07-07,121.63,PG,No
2020-07-08,122.22,PG,No
2020-07-09,122.89,PG,No
2020-07-10,122.48,PG,No
2020-07-13,123.89,PG,No
2020-07-14,124.05,PG,No
2020-07-15,125.09,PG,No
2020-07-16,124.5,PG,No
2020-07-17,124.76,PG,No
2020-07-20,125.63,PG,No
2020-07-21,125.24,PG,No
2020-07-22,125.07,PG,No
2020-07-23,125.35434936554,PG,No
2020-07-24,126.16,PG,No
2020-07-27,125.96,PG,No
2020-07-28,126.32,PG,No
2020-07-29,127.88,PG,No
2020-07-30,128.31,PG,No
2020-07-31,131.42,PG,No
2020-08-03,131.12,PG,No
2020-08-04,131.29,PG,No
2020-08-05,133.79,PG,No
2020-08-06,133.44,PG,No
2020-08-07,132.71,PG,No
2020-08-10,133.55,PG,No
2020-08-11,134.1,PG,No
2020-08-12,133.23,PG,No
2020-08-13,135.46,PG,No
2020-08-14,135.78,PG,No
2020-08-17,135.1,PG,No
2020-08-18,135.5,PG,No
2020-08-19,136.51,PG,No
2020-08-20,135.77,PG,No
2020-08-21,136.85,PG,No
2020-08-24,137.44,PG,No
2020-08-25,138.51,PG,No
2020-08-26,139.06,PG,No
2020-08-27,138.39,PG,No
2020-08-28,138.21,PG,No
2020-08-31,138.77,PG,No
2020-09-01,138.33,PG,No
2020-09-02,138.18,PG,No
2020-09-03,140.51,PG,No
2020-09-04,138.26,PG,No
2020-09-08,137.96,PG,No
2020-09-09,135.94,PG,No
2020-09-10,138.15,PG,No
2020-09-11,136.7,PG,No
2020-09-14,138.14,PG,No
2020-09-15,138.63,PG,No
2020-09-16,138.63,PG,No
2020-09-17,137.7,PG,No
2020-09-18,137.52,PG,No
2020-09-21,137.37,PG,No
2020-09-22,136.71,PG,No
2020-09-23,137.96,PG,No
2020-09-24,136.31,PG,No
2020-09-25,136.92,PG,No
2020-09-28,137.62,PG,No
2020-09-29,138.01,PG,No
2020-09-30,137.26,PG,No
2020-10-01,138.99,PG,No
2020-10-02,139.24,PG,No
2020-10-05,138.12,PG,No
2020-10-06,139.39,PG,No
2020-10-07,139.61,PG,No
2020-10-08,140.7,PG,No
2020-10-09,141.65,PG,No
2020-10-12,142.92,PG,No
2020-10-13,144.49,PG,No
2020-10-14,144.21,PG,No
2020-10-15,144.04,PG,No
2020-10-16,143.83,PG,No
2020-10-19,141.79,PG,No
2020-10-20,142.57,PG,No
2020-10-21,142.48,PG,No
2020-10-22,143.25,PG,No
2020-10-23,141.45,PG,No
2020-10-26,142.38,PG,No
2020-10-27,141.3,PG,No
2020-10-28,142.36,PG,No
2020-10-29,137.37,PG,No
2020-10-30,137.57,PG,No
2020-11-02,137.1,PG,No
2020-11-03,138.5,PG,No
2020-11-04,141.22,PG,No
2020-11-05,140.64,PG,No
2020-11-06,142.38,PG,No
2020-11-09,143.23,PG,No
2020-11-10,137.99,PG,No
2020-11-11,140.26,PG,No
2020-11-12,142.07,PG,No
2020-11-13,142.15,PG,No
2020-11-16,144.28,PG,No
2020-11-17,142.43,PG,No
2020-11-18,141.88,PG,No
2020-11-19,139.7,PG,No
2020-11-20,139.53,PG,No
2020-11-23,139.3,PG,No
2020-11-24,138.76,PG,No
2020-11-25,138.31,PG,No
2020-11-27,138.68,PG,No
2020-11-30,138.61,PG,No
2020-12-01,138.87,PG,No
2020-12-02,139.37,PG,No
2020-12-03,138.36,PG,No
2020-12-04,137.34,PG,No
2020-12-07,137.47,PG,No
2020-12-08,137.68,PG,No
2020-12-09,138.05,PG,No
2020-12-10,136.41,PG,No
2020-12-11,135.51,PG,No
2020-12-14,136.51,PG,No
2020-12-15,135.85,PG,No
2020-12-16,136.65,PG,No
2020-12-17,137.27,PG,No
2020-12-18,138.25,PG,No
2020-12-21,139.04,PG,No
2020-12-22,137.52,PG,No
2020-12-23,136.55,PG,No
2020-12-24,136.34,PG,No
2020-12-28,137.72,PG,No
2020-12-29,138.68,PG,No
2020-12-30,138.42,PG,No
2020-12-31,137.77,PG,No
2021-01-04,139.14,PG,No
2021-01-05,137.82,PG,No
2021-01-06,138.7,PG,No
2021-01-07,140.16,PG,No
2021-01-08,138.85,PG,No
2021-01-11,138.79,PG,No
2021-01-12,137.85,PG,No
2021-01-13,137.05,PG,No
2021-01-14,137.26,PG,No
2021-01-15,135.8,PG,No
2021-01-19,134.78,PG,No
2021-01-20,133.6,PG,No
2021-01-21,131.13852430222,PG,No
2021-01-22,131.01,PG,No
2021-01-25,130.0,PG,No
2021-01-26,132.24,PG,No
2021-01-27,133.09,PG,No
2021-01-28,128.38,PG,No
2021-01-29,130.36,PG,No
2021-02-01,128.21,PG,No
2021-02-02,128.97,PG,No
2021-02-03,128.79,PG,No
2021-02-04,128.95,PG,No
2021-02-05,129.03,PG,No
2021-02-08,129.57,PG,No
2021-02-09,129.17,PG,No
2021-02-10,128.67,PG,No
2021-02-11,128.22,PG,No
2021-02-12,128.33,PG,No
2021-02-16,127.62,PG,No
2021-02-17,127.92,PG,No
2021-02-18,128.46,PG,No
2021-02-19,129.53,PG,No
2021-02-22,127.12,PG,No
2021-02-23,126.58,PG,No
2021-02-24,127.52,PG,No
2021-02-25,127.66,PG,No
2021-02-26,126.58,PG,No
2021-03-01,123.53,PG,No
2021-03-02,124.29,PG,No
2021-03-03,123.9,PG,No
2021-03-04,123.16,PG,No
2021-03-05,122.15,PG,No
2021-03-08,125.98,PG,No
2021-03-09,127.31,PG,No
2021-03-10,126.18,PG,No
2021-03-11,126.83333333333331,PG,No
2021-03-12,127.48666666666666,PG,No
2021-03-15,128.14,PG,No
2021-03-16,128.56,PG,No
2021-03-17,128.94,PG,No
2021-03-18,128.42,PG,No
2021-03-19,128.7,PG,No
2021-03-22,128.01,PG,No
2021-03-23,130.18,PG,No
2021-03-24,132.6,PG,No
2021-03-25,132.56,PG,No
2021-03-26,133.48,PG,No
2021-03-29,135.45,PG,No
2021-03-30,135.45,PG,No
2021-03-31,135.45,PG,No
2021-04-01,135.43,PG,No
2021-04-05,134.28,PG,No
2021-04-06,136.45,PG,No
2021-04-07,136.5,PG,No
2021-04-08,136.74,PG,No
2021-04-09,137.26,PG,No
2021-04-12,136.37,PG,No
2021-04-13,136.92,PG,No
2021-04-14,135.11,PG,No
2021-04-15,135.6,PG,No
2021-04-16,137.24,PG,No
2021-04-19,137.25,PG,No
2021-04-20,136.61,PG,No
2021-04-21,137.75,PG,No
2021-04-22,136.85,PG,No
2021-04-23,134.63,PG,No
2021-04-26,133.94,PG,No
2021-04-27,131.26,PG,No
2021-04-28,131.18,PG,No
2021-04-29,131.4,PG,No
2021-04-30,132.51,PG,No
2021-05-03,133.42,PG,No
2021-05-04,135.0,PG,No
2021-05-05,134.54,PG,No
2021-05-06,133.46,PG,No
2021-05-07,135.14,PG,No
2021-05-10,135.15,PG,No
2021-05-11,137.67,PG,No
2021-05-12,136.99,PG,No
2021-05-13,135.54,PG,No
2021-05-14,137.72,PG,No
2021-05-17,138.01,PG,No
2021-05-18,137.73,PG,No
2021-05-19,136.32,PG,No
2021-05-20,136.6,PG,No
2021-05-21,138.0,PG,No
2021-05-24,138.0,PG,No
2021-05-25,137.96,PG,No
2021-05-26,138.43,PG,No
2021-05-27,138.12,PG,No
2021-05-28,134.98,PG,No
2021-06-01,134.85,PG,No
2021-06-02,132.88,PG,No
2021-06-03,133.46,PG,No
2021-06-04,135.85,PG,No
2021-06-07,135.95,PG,No
2021-06-08,136.42,PG,No
2021-06-09,134.84,PG,No
2021-06-10,134.79,PG,No
2021-06-11,135.79,PG,No
2021-06-14,134.86,PG,No
2021-06-15,134.91,PG,No
2021-06-16,134.65,PG,No
2021-06-17,132.78,PG,No
2021-06-18,133.99,PG,No
2021-06-21,132.03,PG,No
2021-06-22,133.07,PG,No
2021-06-23,133.12,PG,No
2021-06-24,132.93,PG,No
2021-06-25,133.02,PG,No
2021-06-28,134.92,PG,No
2021-06-29,135.32,PG,No
